id,source_platform,contest,issue_id,severity,title,description,source_url,introduced_in_commit,domain,scraped_at,stride,cwe_top25,evidence,silent_fix_prob,security_score,fix_commit,confidence,n_signals,authority_tier
17e86a513438dd82,geth,govulncheck,CVE-2023-48795,Unrated,Prefix Truncation Attack against ChaCha20-Poly1305 and Encrypt-then-MAC aka Terrapin,"### Summary

Terrapin is a prefix truncation attack targeting the SSH protocol. More precisely, Terrapin breaks the integrity of SSH's secure channel. By carefully adjusting the sequence numbers during the handshake, an attacker can remove an arbitrary amount of messages sent by the client or server at the beginning of the secure channel without the client or server noticing it.

### Mitigations

To mitigate this protocol vulnerability, OpenSSH suggested a so-called ""strict kex"" which alters the",https://nvd.nist.gov/vuln/detail/CVE-2023-48795,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2023-48795""]",,0.8,,medium,1,C_candidate
82bd894e6ef4c96a,geth,govulncheck,CVE-2022-27191,High,golang.org/x/crypto/ssh Denial of service via crafted Signer,The golang.org/x/crypto/ssh package before 0.0.0-20220314234659-1baeb1ce4c0b for Go allows an attacker to crash a server in certain circumstances involving AddHostKey.,https://nvd.nist.gov/vuln/detail/CVE-2022-27191,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2022-27191""]",,1.0,,high,3,A_authoritative
d77e6d7be5ad3831,geth,govulncheck,CVE-2020-7919,High,Helm uses crypto package vulnerable to panic from malformed X.509 certificate,"The Helm core maintainers have identified a high severity security vulnerability in Go's `crypto` package affecting all versions prior to Helm 2.16.8 and Helm 3.1.0.

Thanks to @ravin9249 for identifying the vulnerability.

### Impact

Go before 1.12.16 and 1.13.x before 1.13.7 (and the `crypto/cryptobyte` package before 0.0.0-20200124225646-8b5121be2f68 for Go) allows attacks on clients resulting in a panic via a malformed X.509 certificate. This may allow a remote attacker to cause a denial of",https://nvd.nist.gov/vuln/detail/CVE-2020-7919,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2020-7919""]",,1.0,,high,3,A_authoritative
121447f155640a8b,geth,govulncheck,CVE-2025-47914,Unrated,golang.org/x/crypto/ssh/agent vulnerable to panic if message is malformed due to out of bounds read,"SSH Agent servers do not validate the size of messages when processing new identity requests, which may cause the program to panic if the message is malformed due to an out of bounds read.",https://nvd.nist.gov/vuln/detail/CVE-2025-47914,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2025-47914""]",,0.9,,high,2,B_corroborated
c976633ee45dd987,geth,govulncheck,CVE-2020-9283,High,Improper Verification of Cryptographic Signature in golang.org/x/crypto,"golang.org/x/crypto before v0.0.0-20200220183623-bac4c82f6975 for Go allows a panic during signature verification in the golang.org/x/crypto/ssh package. A client can attack an SSH server that accepts public keys. Also, a server can attack any SSH client.",https://nvd.nist.gov/vuln/detail/CVE-2020-9283,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2020-9283""]",,1.0,,high,3,A_authoritative
c3970363b1e95aa8,geth,govulncheck,CVE-2021-43565,High,x/crypto/ssh vulnerable to panic via malformed packets,"The x/crypto/ssh package before 0.0.0-20211202192323-5770296d904e of golang.org/x/crypto allows an unauthenticated attacker to panic an SSH server. When using AES-GCM or ChaCha20Poly1305, consuming a malformed packet which contains an empty plaintext causes a panic.",https://nvd.nist.gov/vuln/detail/CVE-2021-43565,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2021-43565""]",,1.0,,high,2,A_authoritative
1f039b02ffa221e9,geth,govulncheck,CVE-2025-58181,Unrated,golang.org/x/crypto/ssh allows an attacker to cause unbounded memory consumption,"SSH servers parsing GSSAPI authentication requests do not validate the number of mechanisms specified in the request, allowing an attacker to cause unbounded memory consumption.",https://nvd.nist.gov/vuln/detail/CVE-2025-58181,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2025-58181""]",,0.5,,medium,1,C_candidate
8dc5f046b9907f2a,geth,govulncheck,CVE-2024-45337,High,Misuse of ServerConfig.PublicKeyCallback may cause authorization bypass in golang.org/x/crypto,"Applications and libraries which misuse the ServerConfig.PublicKeyCallback callback may be susceptible to an authorization bypass.

The documentation for ServerConfig.PublicKeyCallback says that ""A call to this function does not guarantee that the key offered is in fact used to authenticate."" Specifically, the SSH protocol allows clients to inquire about whether a public key is acceptable before proving control of the corresponding private key. PublicKeyCallback may be called with multiple keys,",https://nvd.nist.gov/vuln/detail/CVE-2024-45337,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2024-45337"", ""https://nvd.nist.gov/vuln/detail/CVE-2026-46595""]",,1.0,,high,1,A_authoritative
f4dd3dfb89c70b7d,geth,govulncheck,CVE-2019-11841,Unrated,Golang/x/crypto message forgery vulnerability,"A message-forgery issue was discovered in `crypto/openpgp/clearsign/clearsign.go` in supplementary Go cryptography libraries 2019-03-25. According to the OpenPGP Message Format specification in RFC 4880 chapter 7, a cleartext signed message can contain one or more optional ""Hash"" Armor Headers. The ""Hash"" Armor Header specifies the message digest algorithm(s) used for the signature. However, the Go clearsign package ignores the value of this header, which allows an attacker to spoof it. Conseque",https://nvd.nist.gov/vuln/detail/CVE-2019-11841,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2019-11841""]",,0.9,,high,2,B_corroborated
d29c5b0777a57b29,geth,govulncheck,CVE-2017-3204,High,golang.org/x/crypto/ssh Man-in-the-Middle attack,"The Go SSH library (golang.org/x/crypto/ssh) by default does not verify host keys, facilitating man-in-the-middle attacks if ClientConfig.HostKeyCallback is not set. Default behavior changed in commit e4e2799 to require explicitly registering a hostkey verification mechanism.",https://nvd.nist.gov/vuln/detail/CVE-2017-3204,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2017-3204""]",,1.0,,high,1,A_authoritative
a7c77190902bffc6,geth,govulncheck,CVE-2022-30636,Unrated,Limited directory traversal vulnerability on Windows in golang.org/x/crypto,"httpTokenCacheKey uses path.Base to extract the expected HTTP-01 token value to lookup in the DirCache implementation. On Windows, path.Base acts differently to filepath.Base, since Windows uses a different path separator (\ vs. /), allowing a user to provide a relative path, i.e. .well-known/acme-challenge/..\..\asd becomes ..\..\asd. The extracted path is then suffixed with +http-01, joined with the cache directory, and opened.

Since the controlled path is suffixed with +http-01 before openin",https://nvd.nist.gov/vuln/detail/CVE-2022-30636,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2022-30636""]",,0.9,,high,1,C_candidate
f62e260bd5f1084d,geth,govulncheck,CVE-2025-47913,Unrated,Potential denial of service in golang.org/x/crypto/ssh/agent,SSH clients receiving SSH_AGENT_SUCCESS when expecting a typed response will panic and cause early termination of the client process.,https://nvd.nist.gov/vuln/detail/CVE-2025-47913,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2025-47913""]",,0.9,,high,2,B_corroborated
52767e37dd25be62,geth,govulncheck,CVE-2026-46597,Unrated,Invoking byte arithmetic causes underflow and panic in golang.org/x/crypto/ssh,An incorrectly placed cast from bytes to int allowed for server-side panic in the AES-GCM packet decoder for well-crafted inputs.,https://nvd.nist.gov/vuln/detail/CVE-2026-46597,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2026-46597""]",,0.5,,medium,1,C_candidate
43bbeb47e038ff8c,geth,govulncheck,CVE-2026-39835,Unrated,Invoking server panic during CheckHostKey/Authenticate in golang.org/x/crypto/ssh,SSH servers which use CertChecker as a public key callback without setting IsUserAuthority or IsHostAuthority could be caused to panic by a client presenting a certificate. CertChecker now returns an error instead of panicking when these callbacks are nil.,https://nvd.nist.gov/vuln/detail/CVE-2026-39835,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2026-39835""]",,0.5,,medium,1,C_candidate
45e1bbf04272c8d7,geth,govulncheck,CVE-2026-39827,Unrated,Invoking memory leak when rejecting channels can lead to DoS in golang.org/x/crypto/ssh,"An authenticated SSH client that repeatedly opened channels which were rejected by the server caused unbounded memory growth, eventually crashing the server process and affecting all connected users. Rejected channels are now properly removed from the connection's internal state and released for garbage collection.",https://nvd.nist.gov/vuln/detail/CVE-2026-39827,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2026-39827""]",,0.9,,high,2,B_corroborated
80a4f9d175cd68a2,geth,govulncheck,CVE-2026-39830,Unrated,Invoking client can cause server deadlock on unexpected responses in golang.org/x/crypto/ssh,"A malicious SSH peer could send unsolicited global request responses to fill an internal buffer, blocking the connection's read loop. The blocked goroutine could not be released by calling Close(), resulting in a resource leak per connection. Unsolicited global responses are now discarded.",https://nvd.nist.gov/vuln/detail/CVE-2026-39830,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2026-39830""]",,0.5,,medium,1,C_candidate
91a0e713ce49694c,geth,govulncheck,CVE-2026-39829,Unrated,Invoking pathological RSA/DSA parameters may cause DoS in golang.org/x/crypto/ssh,"The RSA and DSA public key parsers did not enforce size limits on key parameters. A crafted public key with an excessively large modulus or DSA parameter could cause several minutes of CPU consumption during signature verification. This could be triggered by unauthenticated clients during public key authentication. RSA moduli are now limited to 8192 bits, and DSA parameters are validated per FIPS 186-2.",https://nvd.nist.gov/vuln/detail/CVE-2026-39829,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2026-39829""]",,0.9,,high,2,B_corroborated
ba9cf3168de094a1,geth,govulncheck,CVE-2026-39831,Unrated,Invoking bypass of FIDO/U2F security keys physical interaction in golang.org/x/crypto/ssh,"The Verify() method for FIDO/U2F security key types (sk-ecdsa-sha2-nistp256@openssh.com, sk-ssh-ed25519@openssh.com) did not check the User Presence flag. Signatures generated without physical touch were accepted, allowing unattended use of a hardware security key. To restore the previous behavior, return a ""no-touch-required"" extension in Permissions.Extensions from PublicKeyCallback.",https://nvd.nist.gov/vuln/detail/CVE-2026-39831,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2026-39831""]",,0.5,,medium,1,C_candidate
8cc2c1fca6566b42,geth,govulncheck,CVE-2026-39834,Unrated,Invoking infinite loop on large channel writes in golang.org/x/crypto/ssh,"When writing data larger than 4GB in a single Write call on an SSH channel, an integer overflow in the internal payload size calculation caused the write loop to spin indefinitely, sending empty packets without making progress. The size comparison now uses int64 to prevent truncation.",https://nvd.nist.gov/vuln/detail/CVE-2026-39834,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2026-39834""]",,0.8,,medium,2,B_corroborated
a0bf4f3c581fd213,geth,govulncheck,CVE-2026-42508,Unrated,Invoking auth bypass via unenforced @revoked status in golang.org/x/crypto/ssh/knownhosts,"Previously, a revoked 'SignatureKey' belonging to a CA was not correctly checked for revocation. Now, both the 'key' and 'key.SignatureKey' are checked for @revoked.",https://nvd.nist.gov/vuln/detail/CVE-2026-42508,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2026-42508""]",,0.9,,high,1,C_candidate
3424eef8b55313ab,geth,govulncheck,CVE-2026-46598,Unrated,Invoking pathological inputs can lead to client panic in golang.org/x/crypto/ssh/agent,"For certain crafted inputs, a 'ed25519.PrivateKey' was created by casting malformed wire bytes, leading to a panic when used.",https://nvd.nist.gov/vuln/detail/CVE-2026-46598,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2026-46598""]",,0.5,,medium,1,C_candidate
271695669fe1a228,geth,govulncheck,CVE-2020-27813,High,Integer overflow in github.com/gorilla/websocket,An integer overflow vulnerability exists with the length of websocket frames received via a websocket connection. An attacker would use this flaw to cause a denial of service attack on an HTTP Server allowing websocket connections.,https://nvd.nist.gov/vuln/detail/CVE-2020-27813,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2020-27813""]",,1.0,,high,3,A_authoritative
1b9525ed657eb1ff,geth,ethereum/go-ethereum,RELEASE#v0.9.28#787c3755,Info,This is a stability and security fix and is required for all users.,"[v0.9.28] This is a stability and security fix and is required for all users.

### Highlights
- Security issue EC Recover and right padding up to 128",https://github.com/ethereum/go-ethereum/releases/tag/v0.9.28,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ethereum/go-ethereum/releases/tag/v0.9.28""]",,0.5,,medium,1,C_candidate
8a052c8961050dc0,geth,ethereum/go-ethereum,RELEASE#v0.9.28#46465b61,Info,Security issue EC Recover and right padding up to 128,"[v0.9.28] This is a stability and security fix and is required for all users.

### Highlights
- Security issue EC Recover and right padding up to 128
- Downloader security improvements
- Chucking of max size blocks and transactions
- Improved parallelisation of nonce checks during import",https://github.com/ethereum/go-ethereum/releases/tag/v0.9.28,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ethereum/go-ethereum/releases/tag/v0.9.28""]",,0.5,,medium,1,C_candidate
83474360f98f31e9,geth,ethereum/go-ethereum,RELEASE#v0.9.28#2f66333f,Info,Downloader security improvements,"[v0.9.28] 
### Highlights
- Security issue EC Recover and right padding up to 128
- Downloader security improvements
- Chucking of max size blocks and transactions
- Improved parallelisation of nonce checks during import
- Improved transaction handling",https://github.com/ethereum/go-ethereum/releases/tag/v0.9.28,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ethereum/go-ethereum/releases/tag/v0.9.28""]",,0.5,,medium,1,C_candidate
854da6b8dbe1e69b,geth,ethereum/go-ethereum,RELEASE#v0.9.32#9b517be9,Info,Downloader potential DOS attack #1314,"[v0.9.32] This is release 0.9.32 and addresses the following issues and improvements: 
- Downloader potential DOS attack #1314
- Removed old version of mist #1302
- Core optimisations #1282
- Integration of the finalised console",https://github.com/ethereum/go-ethereum/releases/tag/v0.9.32,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ethereum/go-ethereum/releases/tag/v0.9.32""]",,0.9,,high,1,C_candidate
3eb287305236fa79,geth,ethereum/go-ethereum,RELEASE#v0.9.34-1#d27d8cd1,Info,This release fixes a potential crash. For changes see https://github.com/ethereum/go-ethereum/releases/tag/v0.9.34,[v0.9.34-1] This release fixes a potential crash. For changes see https://github.com/ethereum/go-ethereum/releases/tag/v0.9.34,https://github.com/ethereum/go-ethereum/releases/tag/v0.9.34-1,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ethereum/go-ethereum/releases/tag/v0.9.34-1""]",,0.5,,medium,2,B_corroborated
